"Sun, 07 Feb 16 00:38:01 +0100";13.062;13.125;10.25;13.562;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 00:39:01 +0100";13.125;13.187;10.25;13.562;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 00:40:02 +0100";13.125;13.187;10.25;13.562;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu);"0(Umluft fuer 10)"
"Sun, 07 Feb 16 00:41:02 +0100";13.125;13.187;10.25;13.562;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 00:42:01 +0100";13.125;13.187;10.25;13.625;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 00:43:01 +0100";13.125;13.187;10.25;13.625;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 00:44:02 +0100";13.125;13.187;10.25;13.625;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 00:45:01 +0100";13.125;13.25;10.25;13.625;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 00:46:01 +0100";13.125;13.25;10.25;13.625;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 00:47:01 +0100";13.125;13.25;10.25;13.625;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 00:48:02 +0100";13.125;13.25;10.25;13.625;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 00:49:01 +0100";13.187;13.25;10.25;13.625;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 00:50:01 +0100";13.187;13.25;10.25;13.687;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 00:51:01 +0100";13.187;13.25;10.187;13.625;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 00:52:02 +0100";13.25;13.25;10.187;13.687;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 00:53:01 +0100";13.25;13.25;10.187;13.687;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 00:54:01 +0100";13.187;13.25;10.187;13.687;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 00:55:01 +0100";13.312;13.187;10.187;13.625;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 00:56:01 +0100";13.25;13.187;10.187;13.687;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 00:57:01 +0100";13.125;13.187;10.25;13.687;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 00:58:02 +0100";13.125;13.187;10.25;13.687;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 00:59:01 +0100";13.125;13.25;10.187;13.687;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 01:00:02 +0100";13.125;13.187;10.187;13.687;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu);"0(Umluft fuer 10)"
"Sun, 07 Feb 16 01:01:01 +0100";13.125;13.187;10.125;13.625;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 01:02:01 +0100";13.125;13.187;10.125;13.687;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 01:03:01 +0100";13.062;13.187;10.125;13.687;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 01:04:01 +0100";13.062;13.187;10.125;13.687;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 01:05:01 +0100";13;13.187;10.125;13.687;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 01:06:02 +0100";13;13.187;10.125;13.687;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 01:07:01 +0100";13;13.187;10.125;13.687;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 01:08:01 +0100";13;13.187;10.062;13.687;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 01:09:01 +0100";13.062;13.125;10.062;13.687;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 01:10:01 +0100";13.062;13.062;10;13.562;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 01:11:02 +0100";13.062;13.062;10;13.562;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 01:12:01 +0100";13.062;13.062;10.062;13.562;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 01:13:01 +0100";13.062;13.062;10;13.562;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 01:14:01 +0100";13.062;13.125;10;13.562;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 01:15:01 +0100";13.125;13.062;10;13.562;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 01:16:01 +0100";13.125;13.062;10;13.5;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 01:17:01 +0100";13.125;13;10;13.5;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 01:18:02 +0100";13.125;13;9.937;13.5;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 01:19:01 +0100";13.125;13;10;13.437;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 01:20:01 +0100";13.125;13;9.937;13.437;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu);"0(Umluft fuer 10)"
"Sun, 07 Feb 16 01:21:01 +0100";13.062;13;9.937;13.5;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 01:22:01 +0100";13.062;13;9.937;13.5;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 01:23:01 +0100";13.062;13;9.937;13.437;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 01:24:02 +0100";13;12.937;9.937;13.375;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 01:25:01 +0100";13;12.937;9.937;13.375;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 01:26:01 +0100";13;12.875;9.937;13.375;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 01:27:01 +0100";12.937;12.875;9.937;13.375;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 01:28:02 +0100";13;12.937;9.875;13.375;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 01:29:01 +0100";13;12.937;9.875;13.375;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 01:30:01 +0100";13.062;12.937;9.875;13.437;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 01:31:01 +0100";13.062;12.937;9.875;13.437;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 01:32:01 +0100";13;12.937;9.875;13.375;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 01:33:01 +0100";13;12.937;9.937;13.375;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 01:34:01 +0100";13;12.875;9.875;13.375;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 01:35:02 +0100";13;12.875;9.875;13.312;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 01:36:01 +0100";13;12.875;9.875;13.312;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 01:37:01 +0100";12.937;12.812;9.875;13.312;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 01:38:01 +0100";12.937;12.875;9.875;13.312;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 01:39:02 +0100";12.937;12.875;9.812;13.25;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 01:40:01 +0100";12.937;12.875;9.812;13.312;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu);"0(Umluft fuer 10)"
"Sun, 07 Feb 16 01:41:01 +0100";12.937;12.875;9.812;13.312;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 01:42:01 +0100";12.937;12.875;9.812;13.312;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 01:43:01 +0100";13;12.875;9.812;13.375;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 01:44:02 +0100";13;12.875;9.812;13.312;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 01:45:01 +0100";13;12.875;9.75;13.312;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 01:46:01 +0100";13;12.875;9.75;13.375;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 01:47:01 +0100";13;12.875;9.75;13.312;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 01:48:01 +0100";13;12.875;9.75;13.312;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 01:49:01 +0100";13;12.875;9.75;13.312;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 01:50:01 +0100";13;12.875;9.75;13.312;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 01:51:02 +0100";13;12.812;9.75;13.312;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 01:52:01 +0100";13.062;12.875;9.75;13.312;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 01:53:01 +0100";13.062;12.875;9.687;13.312;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 01:54:01 +0100";13;12.812;9.687;13.312;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 01:55:01 +0100";13;12.875;9.687;13.312;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 01:56:02 +0100";12.937;12.812;9.687;13.312;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 01:57:01 +0100";12.937;12.812;9.687;13.312;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 01:58:01 +0100";12.937;12.812;9.625;13.312;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 01:59:01 +0100";12.937;12.812;9.625;13.312;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 02:00:02 +0100";12.937;12.812;9.625;13.25;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu);"0(Umluft fuer 10)"
"Sun, 07 Feb 16 02:01:02 +0100";12.937;12.75;9.625;13.25;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 02:02:01 +0100";12.937;12.687;9.625;13.187;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 02:03:01 +0100";12.875;12.687;9.625;13.187;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 02:04:02 +0100";12.812;12.687;9.625;13.187;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 02:05:01 +0100";12.875;12.687;9.625;13.125;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 02:06:01 +0100";12.875;12.687;9.625;13.125;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 02:07:01 +0100";12.875;12.687;9.625;13.125;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 02:08:02 +0100";12.875;12.687;9.625;13.125;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 02:09:01 +0100";12.875;12.687;9.625;13.125;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 02:10:01 +0100";12.875;12.687;9.625;13.125;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 02:11:01 +0100";12.875;12.687;9.562;13.187;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 02:12:02 +0100";12.875;12.687;9.562;13.187;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 02:13:01 +0100";12.875;12.687;9.625;13.187;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 02:14:01 +0100";12.875;12.687;9.625;13.187;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 02:15:01 +0100";12.812;12.687;9.562;13.125;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 02:16:01 +0100";12.812;12.625;9.562;13.125;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 02:17:02 +0100";12.75;12.625;9.562;13.125;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 02:18:02 +0100";12.75;12.562;9.562;13.062;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 02:19:01 +0100";12.75;12.562;9.562;13.062;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 02:20:01 +0100";12.75;12.625;9.562;13.062;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu);"0(Umluft fuer 10)"
"Sun, 07 Feb 16 02:21:01 +0100";12.75;12.625;9.562;13.125;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 02:22:02 +0100";12.75;12.625;9.5;13.125;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 02:23:01 +0100";12.812;12.625;9.5;13.187;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 02:24:01 +0100";12.75;12.625;9.5;13.125;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 02:25:01 +0100";12.75;12.625;9.5;13.187;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 02:26:01 +0100";12.75;12.687;9.5;13.187;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 02:27:01 +0100";12.75;12.625;9.5;13.125;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 02:28:01 +0100";12.75;12.625;9.437;13.125;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 02:29:01 +0100";12.75;12.625;9.5;13.125;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 02:30:01 +0100";12.75;12.687;9.5;13.187;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 02:31:02 +0100";12.812;12.687;9.5;13.187;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 02:32:01 +0100";12.812;12.625;9.5;13.187;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 02:33:01 +0100";12.812;12.625;9.437;13.125;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 02:34:01 +0100";12.687;12.562;9.437;13.062;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 02:35:01 +0100";12.75;12.562;9.437;13.062;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 02:36:01 +0100";12.812;12.562;9.437;13.062;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 02:37:01 +0100";12.812;12.562;9.437;13.062;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 02:38:01 +0100";12.75;12.562;9.437;13;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 02:39:01 +0100";12.75;12.562;9.437;13;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 02:40:01 +0100";12.75;12.562;9.437;13.062;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu);"0(Umluft fuer 10)"
"Sun, 07 Feb 16 02:41:01 +0100";12.812;12.562;9.437;13.062;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 02:42:01 +0100";12.812;12.562;9.437;13;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 02:43:02 +0100";12.812;12.5;9.437;13;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 02:44:01 +0100";12.75;12.562;9.437;13;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 02:45:01 +0100";12.687;12.5;9.375;13;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 02:46:01 +0100";12.75;12.562;9.375;13.062;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 02:47:02 +0100";12.75;12.562;9.375;13;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 02:48:01 +0100";12.75;12.5;9.375;13;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 02:49:01 +0100";12.812;12.5;9.375;12.937;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 02:50:01 +0100";12.875;12.5;9.375;12.937;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 02:51:01 +0100";12.875;12.5;9.375;12.937;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 02:52:02 +0100";12.75;12.5;9.375;12.937;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 02:53:01 +0100";12.75;12.5;9.375;13;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 02:54:01 +0100";12.812;12.5;9.375;12.937;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 02:55:01 +0100";12.75;12.5;9.375;13;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
